Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
879,879,879,1.4608813818490184e+18,2021-11-17 08:03:57+00:00,['1460881381849018387'],@BeckettUnite what’s your take on vaccine passports?, what’s your take on vaccine passports,True,False
880,880,880,1.4608805607049585e+18,2021-11-17 08:00:42+00:00,['1460880560704958465'],@KenHolmes10 @BBCBreakfast @BBCPolitics Yes but I don’t have to show it at every turn within the place I live. Passports is just the beginning of control and we will be sorry.,   yes but i don’t have to show it at every turn within the place i live passports is just the beginning of control and we will be sorry,True,False
881,881,881,1.4608792937357066e+18,2021-11-17 07:55:40+00:00,['1460879293735706624'],True https://t.co/amOHi9PNQT,true ,True,False
882,882,882,1.460878804017193e+18,2021-11-17 07:53:43+00:00,['1460878804017192960'],@BBCBreakfast @BBCPolitics It’s a slippery slope to fascism vaccine passport. Life is going to be very sad in the future.,  it’s a slippery slope to fascism vaccine passport life is going to be very sad in the future,True,False
883,883,883,1.4608774398574756e+18,2021-11-17 07:48:18+00:00,['1460877439857475598'],@RachelReevesMP @bristolwestlab So many changes to Labour that it is unrecognisable; &amp; leaders ten pledges all broken. Labour cannot be trusted. Who knows what Labour will do if elected?,  so many changes to labour that it is unrecognisable amp leaders ten pledges all broken labour cannot be trusted who knows what labour will do if elected,True,False
885,885,885,1.4607407218546196e+18,2021-11-16 22:45:01+00:00,['1460740721854619654'],@PhillipsBarrie I’m jesting of course! https://t.co/vdiNdt6zrD, i’m jesting of course ,True,False
886,886,886,1.460714828583125e+18,2021-11-16 21:02:08+00:00,['1460714828583124992'],"@PeterStefanovi2 You are being courted by the centrists in Labour, you’ll get burnt.", you are being courted by the centrists in labour you’ll get burnt,True,False
887,887,887,1.46071454004847e+18,2021-11-16 21:00:59+00:00,['1460714540048470021'],@JayJay08752584 @BenjyNtheMonkey Career ending? He’ll get an OBE.,  career ending he’ll get an obe,True,False
889,889,889,1.4607111205247836e+18,2021-11-16 20:47:24+00:00,['1460711120524783617'],Children in Need really saddens me in this country. The ‘do gooders’ have their 15 minutes &amp; feel like they have done something deserving but shouldn’t we all fight for the right to descent &amp; adequate care without charity?,children in need really saddens me in this country the ‘do gooders’ have their 15 minutes amp feel like they have done something deserving but shouldn’t we all fight for the right to descent amp adequate care without charity,True,False
890,890,890,1.4607098198417203e+18,2021-11-16 20:42:14+00:00,['1460709819841720328'],@Patrici89225734 Bet they still vote Tory., bet they still vote tory,True,False
891,891,891,1.4607086277199012e+18,2021-11-16 20:37:30+00:00,['1460708627719901185'],@a60countryman That’s good isn’t it bc they will start to actually do the job they are paid fur., that’s good isn’t it bc they will start to actually do the job they are paid fur,True,False
892,892,892,1.460693884258898e+18,2021-11-16 19:38:55+00:00,['1460693884258897928'],"On Facebook, RT, underneath the logo  in faded writing has the words ‘state controlled media’ so why hasn’t the BBC been given these words as well?",on facebook rt underneath the logo  in faded writing has the words ‘state controlled media’ so why hasn’t the bbc been given these words as well,True,False
895,895,895,1.4603351794535793e+18,2021-11-15 19:53:33+00:00,['1460335179453579266'],@lawlesslogic @SpeakingSatan Lucky you.,  lucky you,True,False
896,896,896,1.4603085517678428e+18,2021-11-15 18:07:44+00:00,['1460308551767842822'],"@SpeakingSatan In Midsomer norton and radstock the fools do, beggars belief.", in midsomer norton and radstock the fools do beggars belief,True,False
901,901,901,1.4601546385362248e+18,2021-11-15 07:56:08+00:00,['1460154638536224770'],"@BriefcaseMike That reminds me, must sweep the back garden paths.", that reminds me must sweep the back garden paths,True,False
902,902,902,1.4600939029549425e+18,2021-11-15 03:54:48+00:00,['1460093902954942469'],@BorisJohnson Where’s Corbyn ?, where’s corbyn ,True,False
903,903,903,1.4600396770927163e+18,2021-11-15 00:19:19+00:00,['1460039677092716550'],How did we end up with Boris Johnson?,how did we end up with boris johnson,True,False
904,904,904,1.4599000888268718e+18,2021-11-14 15:04:39+00:00,['1459900088826871808'],@JAMESFR29299422 @BorisJohnson Wait for the next Tory crap,  wait for the next tory crap,True,False
906,906,906,1.459788701274456e+18,2021-11-14 07:42:02+00:00,['1459788701274456065'],@MartinRemains Will bbc do a better cover up job?, will bbc do a better cover up job,True,False
910,910,910,1.4597796103637647e+18,2021-11-14 07:05:55+00:00,['1459779610363764738'],Whataboutery to cloud &amp; protect. https://t.co/w0Xa6dB5Xm,whataboutery to cloud amp protect ,True,False
911,911,911,1.459779033097511e+18,2021-11-14 07:03:37+00:00,['1459779033097510916'],@leonardocarella @AaronBastani Is a tv appearance a second job? Should tv or radio be banned too. This ‘what aboutatery’ opens another question.,  is a tv appearance a second job should tv or radio be banned too this ‘what aboutatery’ opens another question,True,False
913,913,913,1.4595853131023442e+18,2021-11-13 18:13:51+00:00,['1459585313102344198'],@pete_mazurk @Alliste35661241 If only it were him. The centrists won the war.,  if only it were him the centrists won the war,True,False
914,914,914,1.4595814566033613e+18,2021-11-13 17:58:31+00:00,['1459581456603361280'],@YvonneBurdett3 Trolls at it again, trolls at it again,True,False
915,915,915,1.4595745668592558e+18,2021-11-13 17:31:08+00:00,['1459574566859255808'],@Dave_Burns_ @found_keys Blair had the numbers to coup away everyday.,  blair had the numbers to coup away everyday,True,False
916,916,916,1.459573839210373e+18,2021-11-13 17:28:15+00:00,['1459573839210373127'],@DanielFooksArt @ChristineJameis @jeremycorbyn What was his reply?,   what was his reply,True,False
917,917,917,1.4595735596055388e+18,2021-11-13 17:27:08+00:00,['1459573559605538823'],https://t.co/YpOeSJUmVM,,True,False
918,918,918,1.459573201990828e+18,2021-11-13 17:25:43+00:00,['1459573201990828037'],@DanielFooksArt I think everyone is beaten by the COVID virus &amp;the morality of passports to overcome has everyone stumped. No one is brave to say no. I’m surprised the right isn’t fighting it as usually they hate control. Look at how the hate wearing masks., i think everyone is beaten by the covid virus ampthe morality of passports to overcome has everyone stumped no one is brave to say no i’m surprised the right isn’t fighting it as usually they hate control look at how the hate wearing masks,True,False
919,919,919,1.4595718547006874e+18,2021-11-13 17:20:22+00:00,['1459571854700687371'],@andreafm44 @LBC @alexnunns @mattfrei @jeremycorbyn It’s Labour policy so why waist manifesto space?,     it’s labour policy so why waist manifesto space,True,False
920,920,920,1.4595715297134346e+18,2021-11-13 17:19:04+00:00,['1459571529713434625'],@DaraDeBrun I know it happened when JC was leader for all the wrong reasons. What goes around comes around only this time most mps are all the same again., i know it happened when jc was leader for all the wrong reasons what goes around comes around only this time most mps are all the same again,True,False
921,921,921,1.4595296861328712e+18,2021-11-13 14:32:48+00:00,['1459529686132871180'],@Samuelhudson__ Easy, easy,True,False
922,922,922,1.4593050610294497e+18,2021-11-12 23:40:13+00:00,['1459305061029449734'],@OwenJones84 @Keir_Starmer Starmers paid trolls are busy fighting his corner tonight.,  starmers paid trolls are busy fighting his corner tonight,True,False
923,923,923,1.4593047994180772e+18,2021-11-12 23:39:11+00:00,['1459304799418077192'],@OwenJones84 @Keir_Starmer How can he when he wants and is in steps to deselect her for crimes he is apparently making up.,  how can he when he wants and is in steps to deselect her for crimes he is apparently making up,True,False
924,924,924,1.459303201493209e+18,2021-11-12 23:32:50+00:00,['1459303201493209099'],@PhilipProudfoot Paid troll again., paid troll again,True,False
927,927,927,1.4592995914767155e+18,2021-11-12 23:18:29+00:00,['1459299591476715521'],@SmithersJones6 @AvaSantina @AyoCaesar Yes just like the Labour right did to Labour left when ahead in the polls. Not nice is it?,   yes just like the labour right did to labour left when ahead in the polls not nice is it,True,False
928,928,928,1.459244502070317e+18,2021-11-12 19:39:35+00:00,['1459244502070317063'],How did we end up with Starmer?,how did we end up with starmer,True,False
929,929,929,1.4592097293481943e+18,2021-11-12 17:21:24+00:00,['1459209729348194314'],@utb_smith They pretend to hate the bbc as it is a good pr machine for them., they pretend to hate the bbc as it is a good pr machine for them,True,False
932,932,932,1.458941461286867e+18,2021-11-11 23:35:24+00:00,['1458941461286866949'],@NeilHarding I think when the Blairites outweigh the left like it does it’s impossible for the left to really do anything. The right threatened daily walk outs &amp;we’re gifted many hours on tv 2spout antisemitism is dealt with or not going far enough. Corbyn did a mighty job in rot times., i think when the blairites outweigh the left like it does it’s impossible for the left to really do anything the right threatened daily walk outs ampwe’re gifted many hours on tv 2spout antisemitism is dealt with or not going far enough corbyn did a mighty job in rot times,True,False
933,933,933,1.458936078136746e+18,2021-11-11 23:14:01+00:00,['1458936078136745984'],@BiltmoreHeiress Take this almanac? https://t.co/52U3fAp8Nj, take this almanac ,True,False
934,934,934,1.4587232774430597e+18,2021-11-11 09:08:25+00:00,['1458723277443059714'],@helensclegel If only there was a real left party to vote for, if only there was a real left party to vote for,True,False
942,942,942,1.4584606507626127e+18,2021-11-10 15:44:50+00:00,['1458460650762612743'],@Liam09094 @Iabourite I’ve been advised not to engage in paid Twitter accounts.,  i’ve been advised not to engage in paid twitter accounts,True,False
943,943,943,1.4584590410893967e+18,2021-11-10 15:38:26+00:00,['1458459041089396741'],@loulabella_bee Starmer is the smearer., starmer is the smearer,True,False
944,944,944,1.4584588028655163e+18,2021-11-10 15:37:30+00:00,['1458458802865516548'],@Iabourite @Liam09094 This is weird and so wrong. Tory infiltration is the ruin of Labour. The left is the Labour Party.,  this is weird and so wrong tory infiltration is the ruin of labour the left is the labour party,True,False
945,945,945,1.4583852190949908e+18,2021-11-10 10:45:06+00:00,['1458385219094990848'],@GMB @susannareid100 When do you stop being an mp it’s a full time job.,  when do you stop being an mp it’s a full time job,True,False
947,947,947,1.458370582093996e+18,2021-11-10 09:46:56+00:00,['1458370582093996035'],Probably true https://t.co/ho6Qhz3Rdn,probably true ,True,False
950,950,950,1.4583432135893115e+18,2021-11-10 07:58:11+00:00,['1458343213589311488'],@Liam09094 @Lowkey0nline @Jackiew80333500 We are fighting all shades of Tory hypocrites included.,   we are fighting all shades of tory hypocrites included,True,False
951,951,951,1.4583410222458225e+18,2021-11-10 07:49:29+00:00,['1458341022245822464'],@Liam09094 @Lowkey0nline @Jackiew80333500 Keep up? You are wrong. Fight for justice.,   keep up you are wrong fight for justice,True,False
952,952,952,1.4582243299178742e+18,2021-11-10 00:05:47+00:00,['1458224329917874181'],"Corbyn likes being in a greenhouse but he doesn’t live in one, which is why his enemies creat lies &amp; smears around him. Notice the complicit right wing MSM never ask 4 proof. The real problem with his enemies &amp; the MSM is that they do live in greenhouses &amp; shouldn’t throw stones.",corbyn likes being in a greenhouse but he doesn’t live in one which is why his enemies creat lies amp smears around him notice the complicit right wing msm never ask 4 proof the real problem with his enemies amp the msm is that they do live in greenhouses amp shouldn’t throw stones,True,False
